cycle,i_ball_x,i_ball_y,i_ball_speed,i_ball_vel_angle,i_ball_r,i_ball_t,i_pass_origin_x,i_pass_origin_y,i_ball_dist_to_origin,i_expected_receive_position_x,i_expected_receive_position_y,i_receiver_x,i_receiver_y,i_receiver_unum,i_receiver_r,i_receiver_t,i_receiver_relative_to_ball_x,i_receiver_relative_to_ball_y,i_receiver_relative_to_ball_r,i_receiver_relative_to_ball_t,i_player_1_x,i_player_1_y,i_player_2_x,i_player_2_y,i_player_3_x,i_player_3_y,i_player_4_x,i_player_4_y,i_player_5_x,i_player_5_y,i_player_6_x,i_player_6_y,i_player_7_x,i_player_7_y,i_player_8_x,i_player_8_y,i_player_9_x,i_player_9_y,i_player_10_x,i_player_10_y,i_player_11_x,i_player_11_y,o_receive_position_x,o_receive_position_y,o_pass_distance
3056,-13.5647,-31.2103,0,0,34.0306,-113.491,-10.4969,-26.725,5.43409,-13.5647,-31.2103,-12.3896,-30.4312,10,32.8567,-112.153,1.1751,0.7791,1.40991,33.5447,49.3177,-1.12207,9.53905,-1.46752,11.8248,-17.3901,4.21807,10.8107,4.90985,-25.3801,0.0285014,-10.1816,-10.8609,3.0812,-2.65421,-18.0047,-12.0669,17.7508,-12.3896,-30.4312,-12.0028,-13.1384,-13.5647,-31.2103,0
3069,-21.3306,-32.0086,1.2702,168.61,38.4649,-123.68,-21.3306,-32.0086,0,-33.3566,-29.586,-19.641,-32.3187,10,37.8189,-121.288,1.6896,-0.3101,1.71782,-10.4,49.3177,-1.12207,8.85777,-2.31207,11.1475,-18.0144,-0.267961,7.24158,3.34318,-27.1075,-5.65417,-15.0167,-17.097,-0.938177,-6.5321,-22.5995,-16.3867,17.0287,-19.641,-32.3187,-17.9676,-17.5438,-31.7001,-29.2456,10.7313
3070,-22.5878,-31.7442,1.20763,168.123,38.9603,-125.434,-21.3306,-32.0086,1.2847,-33.4726,-29.4549,-20.353,-32.1637,10,38.0624,-122.325,2.2348,-0.4195,2.27383,-10.6314,49.3177,-1.12207,8.75258,-2.44572,10.7543,-18.1617,-0.32259,7.24889,3.29011,-27.1191,-5.78054,-15.0639,-17.1306,-0.954945,-6.62266,-22.6917,-17.1333,17.0771,-20.353,-32.1637,-18.2125,-17.5767,-31.7001,-29.2456,9.44865
3071,-23.7613,-31.4936,1.12789,167.946,39.4518,-127.034,-21.3306,-32.0086,2.48466,-33.3958,-29.4362,-21.2472,-31.9574,10,38.376,-123.618,2.5141,-0.4638,2.55652,-10.4524,49.3177,-1.12207,8.34796,-2.38029,10.5723,-18.2441,-0.771237,7.31661,2.87023,-27.1805,-6.23,-15.0595,-17.5,-1.06229,-7.05832,-22.7668,-17.8938,17.0911,-21.2472,-31.9574,-18.7678,-17.5343,-31.7001,-29.2456,8.25094
3072,-24.8267,-31.2382,1.02984,166.521,39.9023,-128.476,-21.3306,-32.0086,3.57998,-32.5278,-29.3923,-22.1863,-31.7683,10,38.7486,-124.93,2.6404,-0.5301,2.69309,-11.3521,49.3177,-1.12207,7.81265,-2.20387,10.1011,-18.1916,-1.37908,7.49368,2.30642,-27.3004,-6.80997,-15.0165,-17.9776,-1.22628,-7.63956,-22.8345,-18.7044,17.0812,-22.1863,-31.7683,-19.4191,-17.5033,-31.7001,-29.2456,7.1564
3073,-25.7955,-30.9591,0.947738,163.926,40.2973,-129.801,-21.3306,-32.0086,4.58659,-31.7215,-29.2516,-23.1878,-31.5889,10,39.1859,-126.28,2.6077,-0.6298,2.68268,-13.5778,49.3177,-1.12207,7.19601,-1.98503,9.44006,-18.0533,-2.03657,7.64166,1.72414,-27.3706,-7.43245,-14.9986,-18.5611,-1.39765,-8.22956,-22.9407,-19.1095,17.0764,-23.1878,-31.5889,-20.1421,-17.4579,-31.7001,-29.2456,6.1482
3074,-26.7112,-30.6836,0.89885,163.258,40.6813,-131.041,-21.3306,-32.0086,5.54134,-32.3123,-28.9988,-24.1203,-31.423,10,39.6131,-127.51,2.5909,-0.7394,2.69434,-15.9279,49.3177,-1.12207,6.54509,-1.75265,8.71712,-17.8931,-2.68539,7.76701,1.14427,-27.4762,-8.03429,-14.9302,-19.2002,-1.57251,-8.85134,-23.0546,-19.6458,16.8847,-24.1203,-31.423,-20.8469,-17.4368,-31.7001,-29.2456,5.19201
3075,-27.5633,-30.391,0.846872,161.049,41.0286,-132.207,-21.3306,-32.0086,6.43919,-32.2559,-28.7796,-25.0546,-31.1923,10,40.0087,-128.772,2.5087,-0.8013,2.63356,-17.7139,49.3177,-1.12207,5.91843,-1.54559,7.96984,-17.7488,-3.35872,7.89573,0.532025,-27.5792,-8.68067,-14.8612,-19.8648,-1.69243,-9.43394,-23.1272,-20.2641,16.6624,-25.0546,-31.1923,-21.6434,-17.3738,-31.7001,-29.2456,4.29244
3076,-28.3776,-30.1479,0.798905,163.378,41.4027,-133.267,-21.3306,-32.0086,7.28851,-32.3344,-28.9666,-25.977,-31.0154,10,40.4569,-129.948,2.4006,-0.8675,2.55254,-19.8682,49.3177,-1.12207,5.32273,-1.29864,7.59781,-17.6739,-4.02916,8.01133,0.301475,-27.6144,-9.35432,-14.7836,-20.5342,-1.84533,-10.0054,-23.1684,-20.9446,16.4551,-25.977,-31.0154,-22.4559,-17.2889,-31.7001,-29.2456,3.44284
3077,-29.1309,-29.9406,0.734332,164.615,41.7738,-134.215,-21.3306,-32.0086,8.06978,-32.2709,-29.0766,-26.9185,-30.8197,10,40.9202,-131.135,2.2124,-0.8791,2.38066,-21.6705,49.3177,-1.12207,4.70912,-0.999147,7.39695,-17.6347,-4.70166,8.13938,0.216487,-27.6242,-10.0355,-14.7185,-21.1567,-1.97462,-10.6061,-23.2246,-21.6211,16.2431,-26.9185,-30.8197,-23.2083,-17.202,-31.7001,-29.2456,2.66154
3078,-29.8392,-29.7459,0.690561,164.627,42.1331,-135.09,-21.3306,-32.0086,8.80432,-32.2723,-29.0769,-27.8276,-30.5739,10,41.3417,-132.308,2.0116,-0.828,2.17534,-22.3727,49.3177,-1.12207,4.05555,-0.702025,7.2965,-17.6053,-5.40186,8.23303,0.18426,-27.6284,-10.7019,-14.5956,-21.8479,-2.1599,-11.2238,-23.3041,-22.2595,15.9731,-27.8276,-30.5739,-23.9396,-17.118,-31.7001,-29.2456,1.92698
3079,-30.4908,-29.552,0.639046,163.433,42.4619,-135.896,-21.3306,-32.0086,9.48389,-31.6791,-29.1985,-28.8002,-30.3064,10,41.8082,-133.54,1.6906,-0.7544,1.85128,-24.048,49.3177,-1.12207,3.73498,-0.528643,6.83919,-17.7354,-6.013,8.38353,0.172058,-27.6307,-11.3597,-14.4956,-22.525,-2.33193,-11.887,-23.3632,-22.9404,15.6907,-28.8002,-30.3064,-24.7305,-17.0364,-31.7001,-29.2456,1.24751
3080,-31.1127,-29.3982,0.602191,166.101,42.8048,-136.623,-21.3306,-32.0086,10.1244,-32.2467,-29.1176,-29.7592,-30.1008,10,42.3281,-134.673,1.3535,-0.7026,1.52499,-27.4338,49.3177,-1.12207,3.57993,-0.426325,6.59509,-17.7866,-6.66623,8.553,0.16767,-27.6317,-12.0406,-14.4018,-23.1735,-2.50765,-12.4739,-23.3824,-23.6382,15.4081,-29.7592,-30.1008,-25.4714,-16.9343,-31.7001,-29.2456,0.606898
3081,-31.7001,-29.2456,0,0,43.1301,-137.306,-21.3306,-32.0086,10.7313,-31.7001,-29.2456,-30.6737,-29.8872,10,42.8266,-135.744,1.0264,-0.6416,1.21043,-32.0094,49.3177,-1.12207,3.50104,-0.367558,6.47182,-17.8137,-6.87492,8.61146,0.166125,-27.6321,-12.7472,-14.3732,-23.8222,-2.69002,-13.0674,-23.4124,-24.3744,15.0603,-30.6737,-29.8872,-26.1985,-16.9,-31.7001,-29.2456,0
3083,-32.1627,-27.0582,1.93182,87.6754,42.0308,-139.926,-32.1627,-27.0582,0,-31.8152,-18.4978,-27.5711,-16.6908,11,32.2296,-148.81,4.5916,10.3674,11.3387,66.112,49.3177,-1.12207,3.44419,-0.324763,6.38188,-17.8336,-6.96205,8.6365,0.165329,-27.6323,-14.1283,-14.2561,-25.1426,-3.03599,-14.2997,-23.5644,-25.8109,14.526,-32.0917,-29.6202,-27.5711,-16.6908,-31.4473,-17.9184,9.16776
3084,-32.0297,-25.1118,1.83386,86.0914,40.7002,-141.903,-32.1627,-27.0582,1.95094,-31.5729,-18.4261,-27.8409,-16.6448,11,32.4371,-149.127,4.1888,8.467,9.44649,63.6774,49.3177,-1.12207,3.43544,-0.317165,6.1216,-17.6871,-6.96913,8.63836,0.165248,-27.6323,-14.4621,-14.2269,-25.6111,-2.94707,-14.4946,-23.5824,-26.466,14.2319,-32.2818,-29.5894,-27.8409,-16.6448,-31.4473,-17.9184,7.21694
3085,-31.8997,-23.1957,1.80526,86.1184,39.4415,-143.977,-32.1627,-27.0582,3.87144,-31.5546,-18.1101,-28.5013,-16.8432,11,33.1062,-149.419,3.3984,6.3525,7.2044,61.8545,49.3177,-1.12207,3.43116,-0.313426,5.98605,-17.6198,-6.8835,9.09399,0.165217,-27.6323,-14.8028,-13.863,-25.8535,-2.90384,-14.9154,-23.4737,-27.1872,13.9418,-32.4136,-29.1025,-28.5013,-16.8432,-31.4473,-17.9184,5.29666
3086,-31.7217,-21.3331,1.7589,84.5414,38.2278,-146.079,-32.1627,-27.0582,5.74206,-31.3971,-17.9363,-29.3786,-17.1585,11,34.0223,-149.713,2.3431,4.1746,4.78721,60.6956,49.3177,-1.12207,3.4289,-0.311385,5.91856,-17.5851,-6.78123,9.68333,-0.225772,-27.5914,-15.1002,-13.3183,-26.1291,-2.58456,-15.0528,-23.4392,-27.86,13.5974,-32.4613,-28.8795,-29.3786,-17.1585,-31.4473,-17.9184,3.42571
3087,-31.5537,-19.5763,1.65887,84.5366,37.1331,-148.184,-32.1627,-27.0582,7.50664,-31.3958,-17.925,-30.3874,-17.502,11,35.0673,-150.06,1.1663,2.0743,2.3797,60.6526,49.3177,-1.12207,3.42788,-0.310356,5.69655,-17.3837,-6.62894,10.3066,-0.730316,-27.555,-15.4145,-12.6912,-26.4182,-2.07248,-15.4294,-23.1767,-28.5719,13.3023,-32.6212,-28.3573,-30.3874,-17.502,-31.4473,-17.9184,1.66131
3088,-31.4473,-17.9184,0,0,36.1939,-150.326,-32.1627,-27.0582,9.16776,-31.4473,-17.9184,-30.7928,-17.6292,11,35.4822,-150.208,0.6545,0.2892,0.715547,23.8389,49.3177,-1.12207,3.42731,-0.309884,5.18346,-17.3107,-6.48164,10.953,-1.29422,-27.5256,-15.7268,-12.0623,-26.7123,-1.56391,-15.8853,-22.851,-29.2819,12.9868,-32.676,-28.1296,-30.7928,-17.6292,-31.4473,-17.9184,0
3093,-35.3189,-17.2806,1.00994,166.52,39.3198,-153.929,-35.3189,-17.2806,0,-39.6745,-16.2365,-33.9872,-17.2141,11,38.098,-153.138,1.3317,0.0665,1.33336,2.85876,49.3177,-1.12207,3.03119,-0.178814,3.38003,-15.6391,-6.26365,11.9622,-2.47944,-26.8317,-16.8891,-10.913,-28.2805,0.631836,-17.796,-21.4281,-32.2151,13.4615,-34.5317,-25.3055,-33.9872,-17.2141,-38.73,-16.4016,3.52253
3094,-36.2785,-17.0466,0.928486,166.297,40.0839,-154.832,-35.3189,-17.2806,0.987719,-39.5748,-16.2429,-34.7573,-17.0396,11,38.7094,-153.884,1.5212,0.007,1.52122,0.263652,49.3177,-1.12207,2.82309,-0.0350006,3.26999,-15.4909,-6.31971,12.3961,-2.49455,-26.8065,-16.9282,-10.8906,-28.4294,0.73777,-18.3037,-21.0787,-32.5299,13.5759,-34.8712,-24.811,-34.7573,-17.0396,-38.73,-16.4016,2.53493
3095,-37.1542,-16.8282,0.848411,165.995,40.7875,-155.633,-35.3189,-17.2806,1.89024,-38.7512,-16.4299,-35.7034,-16.8237,11,39.4686,-154.77,1.4508,0.0045,1.45081,0.177716,49.3177,-1.12207,2.39243,-0.121685,3.218,-15.4098,-6.33644,12.5324,-2.50063,-26.7973,-17.2882,-10.7815,-28.8649,0.754619,-18.8012,-20.7281,-32.9984,13.4387,-35.2379,-24.1789,-35.7034,-16.8237,-38.73,-16.4016,1.63252
3096,-37.9663,-16.5958,0.794027,164.032,41.435,-156.389,-35.3189,-17.2806,2.73453,-38.7297,-16.3774,-36.7082,-16.6636,11,40.3134,-155.584,1.2581,-0.0678,1.25993,-3.08473,49.3177,-1.12207,1.86274,-0.324641,3.19059,-15.3685,-6.66524,12.5772,-2.50315,-26.7939,-17.8454,-10.629,-29.4012,0.697389,-19.2989,-20.3629,-33.5045,13.1482,-35.3841,-23.9256,-36.7082,-16.6636,-38.73,-16.4016,0.788005
3097,-38.73,-16.4016,0,0,42.0598,-157.048,-35.3189,-17.2806,3.52253,-38.73,-16.4016,-37.7147,-16.4708,11,41.1544,-156.408,1.0153,-0.0692,1.01766,-3.89909,49.3177,-1.12207,1.59811,-0.412403,3.17874,-15.3497,-7.09811,12.2723,-2.50406,-26.7926,-18.07,-10.5718,-29.9978,0.613034,-19.7086,-20.0916,-34.0678,12.7688,-35.7942,-23.5416,-37.7147,-16.4708,-38.73,-16.4016,0
3098,-39.4935,-16.2206,0.737607,166.663,42.6948,-157.671,-39.4935,-16.2206,0,-40.8859,-15.8905,-38.1598,-16.4104,11,41.5388,-156.73,1.3337,-0.1898,1.34714,-8.09943,49.3177,-1.12207,1.30139,-0.306487,2.7807,-15.3881,-7.53298,12.1732,-2.50438,-26.7921,-18.5464,-10.6007,-30.6416,0.486562,-19.8385,-20.0026,-34.6209,12.3114,-36.1603,-23.1937,-38.1598,-16.4104,-40.9137,-15.9291,1.44981
3099,-40.2203,-16.0813,0.695618,169.15,43.3161,-158.207,-39.4935,-16.2206,0.740029,-40.9035,-15.9504,-38.9311,-16.2876,11,42.2009,-157.297,1.2892,-0.2063,1.3056,-9.09149,49.3177,-1.12207,1.14096,-0.250097,2.58342,-15.4076,-8.00934,11.7833,-2.5045,-26.792,-19.0875,-10.7443,-31.296,0.379327,-20.2378,-19.8641,-35.2146,11.8402,-36.5401,-22.8034,-38.9311,-16.2876,-40.9137,-15.9291,0.709907
3100,-40.9137,-15.9291,0,0,43.9052,-158.727,-39.4935,-16.2206,1.44981,-40.9137,-15.9291,-39.8764,-16.0692,11,42.9924,-158.052,1.0373,-0.1401,1.04672,-7.69195,49.451,-1.34835,1.06012,-0.222182,2.47957,-15.4188,-8.47965,11.3627,-2.50453,-26.7919,-19.3368,-10.8015,-31.8365,0.282222,-20.7266,-19.7164,-35.8126,11.3676,-36.7091,-22.6327,-39.8764,-16.0692,-40.9137,-15.9291,0
3101,-41.6871,-15.7727,0.741771,168.569,44.5712,-159.275,-41.6871,-15.7727,0,-43.74,-15.3576,-40.2832,-15.9751,11,43.3352,-158.368,1.4039,-0.2024,1.41841,-8.2038,49.5009,-1.43292,1.01792,-0.209182,1.98987,-15.46,-8.63298,11.2302,-2.50455,-26.7919,-19.7469,-10.6192,-32.397,0.200864,-21.276,-19.5347,-36.4006,10.8739,-37.2331,-22.3917,-40.2832,-15.9751,-43.0874,-15.5227,1.42244
3102,-42.4145,-15.6505,0.693312,170.464,45.2098,-159.746,-41.6871,-15.7727,0.737593,-43.0982,-15.5356,-41.0726,-15.8845,11,44.0372,-158.856,1.3419,-0.234,1.36215,-9.89175,49.5208,-1.46832,0.998046,-0.201989,1.74877,-15.4948,-8.68258,11.1844,-2.50455,-26.7918,-19.916,-10.5414,-33.0249,0.118165,-21.7965,-19.346,-36.9386,10.4038,-37.8598,-22.0762,-41.0726,-15.8845,-43.0874,-15.5227,0.684929
3103,-43.0874,-15.5227,0,0,45.7982,-160.188,-41.6871,-15.7727,1.42244,-43.0874,-15.5227,-41.9058,-15.745,11,44.7661,-159.408,1.1816,-0.2223,1.20233,-10.6548,49.5288,-1.48331,0.988213,-0.197958,1.63373,-15.5043,-8.6985,11.1701,-2.50456,-26.7918,-20.3846,-10.6241,-33.6332,0.00419407,-22.3925,-19.1082,-37.5523,9.96925,-38.4787,-21.8017,-41.9058,-15.745,-43.0874,-15.5227,0
3342,40.5621,9.85212,1.93957,-178.254,41.7414,13.6522,40.5621,9.85212,0,31.9642,9.5901,30.1401,7.87784,2,31.1526,14.6479,-10.422,-1.97428,10.6073,-169.273,43,10,30.1401,7.87784,30.0492,-8.93854,30.1679,25.0313,31.6873,-25.2198,29.4998,-0.354588,16.2835,11.5023,17.2563,-12.1926,16.0278,26.4556,17.0583,-28.0867,8.45671,0.814058,30.8712,9.59963,9.69419
3343,38.6585,9.83051,1.78951,-179.35,39.8888,14.2674,40.5621,9.85212,1.90372,32.1197,9.7563,30.1401,7.87784,2,31.1526,14.6479,-8.5184,-1.95267,8.73934,-167.089,43,10,30.1401,7.87784,30.0492,-8.93854,30.4198,24.6618,31.8147,-24.8465,29.704,-0.220113,16.6633,11.4624,17.2563,-12.1926,16.0278,26.4556,17.2778,-27.7481,8.89434,0.933173,30.8712,9.59963,7.79072
3344,36.9147,9.75105,1.64085,-177.391,38.1809,14.7968,40.5621,9.85212,3.6488,30.9249,9.47811,29.9627,8.37232,2,31.1104,15.6117,-6.952,-1.37873,7.0874,-168.783,43.4039,9.53807,29.9627,8.37232,30.3872,-8.71722,30.8154,24.2176,31.9729,-24.3181,29.7913,-0.16514,17.2093,11.4342,17.6503,-12.0339,16.0278,26.4556,17.3743,-27.607,9.5177,1.10276,30.8712,9.59963,6.0454
3345,35.2943,9.67561,1.52483,-177.334,36.5965,15.3305,40.5621,9.85212,5.27076,30.9934,9.47536,29.7268,8.98341,2,31.0545,16.8148,-5.5675,-0.6922,5.61037,-172.913,43.9951,8.90259,29.7268,8.98341,30.5622,-8.60449,31.2388,23.7113,32.1341,-23.746,30.0263,0.212787,17.4716,11.4158,18.1537,-11.8351,15.6431,26.5011,17.1198,-27.2259,10.2249,1.29364,30.8712,9.59963,4.42375
3346,33.7339,9.66776,1.46683,-179.712,35.0919,15.9917,40.5621,9.85212,6.83069,30.8883,9.65345,29.625,9.28524,2,31.046,17.4023,-4.1089,-0.38252,4.12667,-174.681,44.5956,8.10734,29.625,9.28524,30.9083,-8.25489,31.695,23.2008,32.3601,-23.1724,30.3109,0.68027,17.9628,11.5384,18.6978,-11.6151,15.059,26.5162,16.7387,-26.7593,10.9912,1.53354,30.8712,9.59963,2.86351
3347,32.2633,9.62443,1.38291,-178.312,33.6682,16.6103,40.5621,9.85212,8.30192,30.881,9.5837,29.7903,9.37037,2,31.2292,17.4607,-2.473,-0.25406,2.48602,-174.134,45.2252,7.33577,29.7903,9.37037,31.3123,-7.74956,32.1692,22.6939,32.6052,-22.5355,30.6405,1.17204,18.5474,11.6774,19.255,-11.388,14.7627,26.5275,16.302,-26.2239,11.7019,1.73801,30.8712,9.59963,1.39232
3348,30.8712,9.59963,0,0,32.3293,17.2735,40.5621,9.85212,9.69419,30.8712,9.59963,30.1089,9.5944,2,31.6006,17.6748,-0.7623,-0.00523,0.762318,-179.607,45.8951,6.56796,30.1089,9.5944,31.7856,-7.24182,32.6139,22.1816,32.8424,-21.9429,30.7825,1.39044,19.177,11.8295,19.4367,-11.3003,14.3643,26.2339,15.8443,-25.6876,12.4265,1.95654,30.8712,9.59963,0
3349,28.6475,11.215,2.58359,144.003,30.7645,21.3795,28.6475,11.215,0,15.0458,21.096,13.9223,25.7523,9,29.2748,61.6033,-14.7252,14.5373,20.6921,135.368,46.5382,5.79308,30.2622,9.70477,32.2584,-6.67884,33.0569,21.7282,33.0749,-21.3224,30.9587,1.88349,19.8383,12.0022,19.7893,-11.0004,13.9223,25.7523,15.3467,-25.1278,13.1024,2.15035,14.6349,21.3486,17.2929
3350,26.5181,12.7668,2.47681,143.917,29.4313,25.7079,28.6475,11.215,2.63485,14.7908,21.313,13.7067,25.4915,9,28.9429,61.7332,-12.8114,12.7247,18.0569,135.195,46.8008,5.48557,30.341,9.75941,32.5086,-6.4026,33.2088,21.5798,33.1612,-21.0937,31.022,2.09065,20.1465,12.1146,19.9108,-10.908,13.7067,25.4915,14.8211,-24.5917,13.4005,2.23035,14.6349,21.3486,14.658
3351,24.5944,14.1861,2.24712,143.579,28.3924,29.9764,28.6475,11.215,5.02544,15.2481,21.082,13.6933,24.877,9,28.3967,61.1698,-10.9011,10.6909,15.2686,135.558,47.4829,5.29912,30.115,10.0502,32.6236,-6.25618,33.262,21.5297,32.9565,-20.6567,30.7299,2.39221,20.2986,12.1581,19.9475,-10.8772,13.6933,24.877,14.5889,-24.3547,13.5222,2.27488,14.6349,21.3486,12.2676
3352,22.7948,15.5285,2.11043,143.28,27.5815,34.2639,28.6475,11.215,7.27051,15.2925,21.1247,13.7956,24.0682,9,27.7416,60.1792,-8.9992,8.5397,12.4061,136.501,47.8966,5.18866,29.6983,10.4248,32.4505,-5.8736,32.8238,21.5924,32.6684,-20.1529,30.32,2.76721,20.104,12.4523,19.6735,-10.5669,13.7956,24.0682,14.0513,-24.1421,13.5748,2.29358,14.6349,21.3486,10.0229
3353,21.0455,16.7704,2.01659,144.629,26.9102,38.5501,28.6475,11.215,9.41557,15.0366,21.036,14.0074,23.255,9,27.1478,58.9378,-7.0381,6.4846,9.57,137.344,48.1756,5.1384,29.2143,10.8516,32.1251,-5.39517,32.2319,21.7036,32.367,-19.5932,29.7795,3.15861,19.794,12.8621,19.306,-10.1653,14.0074,23.255,13.3815,-23.9244,13.156,2.51375,14.6349,21.3486,7.87754
3354,19.3423,17.9702,1.95838,144.836,26.4018,42.894,28.6475,11.215,11.4987,14.8217,21.1548,14.171,22.389,9,26.4969,57.6684,-5.1713,4.4188,6.80207,139.487,48.4061,5.0798,28.658,11.3297,31.7049,-4.82603,31.5622,21.8185,32.0972,-19.0471,29.2761,3.55603,19.3784,13.3528,18.9502,-9.75707,14.171,22.389,12.6523,-23.6963,12.5958,2.84935,14.6349,21.3486,5.79424
3355,17.6837,19.1721,1.92539,144.07,26.0822,47.3126,28.6475,11.215,13.547,14.6591,21.3639,14.2357,21.9637,9,26.1736,57.0508,-3.448,2.7916,4.43641,141.005,48.6229,5.02749,28.1161,11.8303,31.1691,-4.22559,30.9131,21.9878,31.8325,-18.5307,28.7286,3.91841,18.9744,13.8735,18.5202,-9.34237,14.2357,21.9637,11.9491,-23.4483,12.1137,3.23268,14.6349,21.3486,3.74598
3356,16.1457,20.3026,1.79427,143.684,25.9399,51.5064,28.6475,11.215,15.4557,14.6999,21.3652,14.2633,21.7362,9,25.9982,56.7271,-1.8824,1.4336,2.36614,142.708,48.8341,4.98466,27.5311,12.3025,30.6186,-3.66619,30.3045,22.0908,31.5223,-18.0225,28.1786,4.29355,18.5475,14.4214,18.0634,-8.92541,14.2633,21.7362,11.221,-23.1719,11.8404,3.41838,14.6349,21.3486,1.83756
3357,14.6349,21.3486,0,0,25.8833,55.5686,28.6475,11.215,17.2929,14.6349,21.3486,14.2755,21.6221,9,25.9096,56.5661,-0.3594,0.2735,0.451631,142.729,49.0499,4.94623,26.9547,12.7773,30.3314,-3.40644,29.6945,22.1995,31.2301,-17.4855,27.6016,4.6634,18.1202,14.9911,17.6143,-8.53343,14.2755,21.6221,10.5256,-22.936,11.5277,3.56621,14.6349,21.3486,0
3379,7.81254,20.9161,1.68514,-174.583,22.3275,69.5184,7.81254,20.9161,0,4.55798,20.6075,4.49885,20.8223,7,21.3028,77.8081,-3.31369,-0.0938,3.31502,-178.379,49.4025,4.89448,9.99403,21.1661,16.4406,7.51769,14.8839,25.5272,16.5447,-5.10909,7.35676,13.0734,4.49885,20.8223,1.87908,-3.24379,-5.47508,30.1303,-3.55189,-25.7012,-3.53418,9.54429,6.15888,20.7509,1.66189
3380,6.15888,20.7509,0,0,21.6456,73.4691,7.81254,20.9161,1.66189,6.15888,20.7509,4.59097,20.824,7,21.3241,77.5672,-1.56791,0.0731,1.56961,177.331,49.4025,4.89448,9.99403,21.1661,16.4406,7.51769,14.8839,25.5272,16.5447,-5.10909,7.35676,13.0734,4.59097,20.824,1.87908,-3.24379,-5.47508,30.1303,-3.46801,-25.2417,-3.52524,9.55659,6.15888,20.7509,0
3386,2.2944,22.2369,2.31851,143.759,22.355,84.1091,2.2944,22.2369,0,-5.99875,28.3157,-5.92413,30.114,9,30.6912,101.129,-8.21853,7.8771,11.3839,136.215,49.4025,4.89448,12.1698,18.8759,16.2783,5.28408,14.4609,25.3417,14.11,-7.46449,8.24991,12.4974,4.64824,20.9026,1.87908,-3.24379,-5.92413,30.114,-3.64849,-24.5154,-3.51735,9.56564,-7.37216,29.1507,11.8846
3387,0.440182,23.5936,2.15966,143.809,23.5977,88.9312,2.2944,22.2369,2.29756,-5.92891,28.2536,-5.59786,29.7968,9,30.3181,100.64,-6.03804,6.2032,8.65665,134.227,49.4025,4.89448,12.4642,18.5894,16.2724,5.22586,14.46,25.3411,13.9405,-7.64741,8.25489,12.4949,4.64824,20.9026,1.87908,-3.24379,-5.59786,29.7968,-4.02642,-24.0002,-3.51731,9.56567,-7.37216,29.1507,9.58718
3388,-1.34891,24.8986,2.08164,143.891,24.9351,93.101,2.2944,22.2369,4.51202,-6.0975,28.3625,-5.43833,29.6405,9,30.1353,100.397,-4.08942,4.7419,6.26171,130.775,49.4025,4.89448,12.5997,18.4396,15.9108,5.0078,14.0459,25.4603,13.4872,-7.81567,7.87475,12.5475,4.34668,21.1011,1.87908,-3.24379,-5.43833,29.6405,-4.51337,-23.4414,-3.51729,9.56569,-7.37216,29.1507,7.37292
3389,-2.98747,26.0385,1.87628,145.176,26.2093,96.5451,2.2944,22.2369,6.50771,-5.97555,28.1172,-5.83013,29.5724,9,30.1416,101.153,-2.84266,3.5339,4.53532,128.813,49.4025,4.89448,12.6623,18.3714,15.4148,4.65832,13.473,25.5481,12.9125,-8.00072,7.30825,12.6503,3.9297,21.433,1.48926,-3.11523,-5.83013,29.5724,-4.9665,-22.8606,-3.71063,9.96426,-7.37216,29.1507,5.37692
3390,-4.52796,27.1095,1.76366,145.19,27.485,99.4823,2.2944,22.2369,8.38372,-7.3372,29.0627,-6.50717,29.5522,9,30.2601,102.418,-1.97921,2.4427,3.14389,129.016,49.4025,4.89448,12.6937,18.338,14.8268,4.25721,12.852,25.6724,12.3251,-8.19128,6.65843,12.7449,3.44607,21.8252,0.956335,-2.96438,-6.50717,29.5522,-5.43833,-22.2811,-4.02278,10.5241,-7.37216,29.1507,3.50085
3391,-5.99403,28.1616,1.69623,144.336,28.7924,102.016,2.2944,22.2369,10.1882,-7.37214,29.1506,-6.84556,29.5459,9,30.3286,103.045,-0.85153,1.3843,1.62524,121.597,49.4025,4.89448,12.7102,18.3227,14.2452,3.85212,12.1683,25.8177,11.7278,-8.37284,5.98731,12.8753,3.19738,22.0348,0.336479,-2.79397,-6.84556,29.5459,-5.87082,-21.6781,-4.13687,10.769,-7.37216,29.1507,1.69634
3392,-7.37216,29.1507,0,0,30.0685,104.192,2.2944,22.2369,11.8846,-7.37216,29.1507,-7.00737,29.5348,9,30.3547,103.347,0.36479,0.3841,0.529721,46.477,49.4025,4.89448,12.7187,18.3145,13.9565,3.65104,11.5247,25.9772,11.1667,-8.58466,5.30493,13.013,2.73374,22.2863,-0.292223,-2.61729,-7.00737,29.5348,-6.3371,-21.0941,-4.52374,11.1747,-7.37216,29.1507,0
3532,46.1608,11.4741,2.71403,-149.59,47.5655,13.959,46.1608,11.4741,0,32.4476,3.42541,31.5665,-0.459844,8,31.5698,-0.834595,-14.5943,-11.9339,18.8524,-140.727,51.3493,6.74972,46.3738,7.62531,45.477,1.16864,48.0163,13.1995,46.9879,-2.77998,41.7522,5.12114,41.1365,15.2285,31.5665,-0.459844,20.2665,27.2488,18.7466,-15.8918,23.6321,3.93916,25.7947,-1.15374,23.9633
